frame_index,pred_yaw,oxts_yaw,abs_yaw_error,yaw_inverted,abs_yaw_error_inverted,yaw_first_frame_relative,oxts_first_frame_relative,abs_first_frame_relative_error,is_91_100,is_88_103,inversion_improves_error
79,35.44,-33.00017303594539,68.44017303594538,-35.44,2.4398269640546104,98.41999999999999,37.010094184916504,61.409905815083484,False,False,True
80,7.03,-34.40953462040818,41.43953462040818,-7.03,27.37953462040818,70.00999999999999,35.60073260045371,34.40926739954628,False,False,True
81,53.03,-35.75787619968955,88.78787619968955,-53.03,17.272123800310453,116.00999999999999,34.25239102117234,81.75760897882765,False,False,True
82,60.66,-37.12203141411652,97.78203141411652,-60.66,23.537968585883476,123.63999999999999,32.88823580674537,90.75176419325462,False,False,True
83,55.0,-38.675434588275216,93.67543458827521,-55.0,16.324565411724784,117.97999999999999,31.334832632586675,86.64516736741331,False,False,True
84,62.33,-40.103188117961714,102.43318811796172,-62.33,22.226811882038284,125.31,29.907079102900177,95.40292089709982,False,False,True
85,39.81,-41.54205702887375,81.35205702887376,-39.81,1.7320570288737471,102.78999999999999,28.468210191988142,74.32178980801186,False,False,True
86,57.4,-43.128519867811484,100.52851986781148,-57.4,14.271480132188515,120.38,26.881747353050407,93.4982526469496,False,False,True
87,51.57,-44.565669905338126,96.13566990533812,-51.57,7.004330094661874,114.55,25.444597315523765,89.10540268447623,False,False,True
88,61.27,-45.99714766069298,107.26714766069298,-61.27,15.272852339307022,124.25,24.01311956016891,100.23688043983108,False,True,True
89,55.12,-47.532158889627965,102.65215888962797,-55.12,7.5878411103720325,118.1,22.478108331233926,95.62189166876607,False,True,True
90,60.05,-48.907314893721455,108.95731489372145,-60.05,11.142685106278542,123.03,21.102952327140436,101.92704767285957,False,True,True
91,62.01,-50.3089988437295,112.3189988437295,-62.01,11.7010011562705,124.99,19.701268377132394,105.2887316228676,True,True,True
92,59.2,-51.83123311383307,111.03123311383308,-59.2,7.368766886166931,122.18,18.17903410702882,104.00096589297118,True,True,True
93,58.35,-53.17361593204508,111.52361593204509,-58.35,5.1763840679549205,121.33,16.83665128881681,104.49334871118319,True,True,True
94,58.78,-54.528260047072884,113.30826004707288,-58.78,4.251739952927117,121.75999999999999,15.482007173789007,106.27799282621098,True,True,True
95,56.97,-56.03531093560549,113.00531093560548,-56.97,0.9346890643945116,119.94999999999999,13.974956285256404,105.97504371474358,True,True,True
96,57.64,-57.4478237879415,115.0878237879415,-57.64,0.19217621205849866,120.62,12.56244343292039,108.05755656707962,True,True,True
97,55.78,-58.860336640277524,114.64033664027752,-55.78,3.0803366402775225,118.75999999999999,11.149930580584368,107.61006941941562,True,True,True
98,51.64,-60.2853972683269,111.9253972683269,-51.64,8.645397268326903,114.62,9.724869952534988,104.89513004746502,True,True,True
99,51.55,-61.857135091929784,113.40713509192977,-51.55,10.307135091929787,114.53,8.153132128932107,106.3768678710679,True,True,True
100,50.52,-63.31760451171826,113.83760451171827,-50.52,12.797604511718255,113.5,6.692662709143633,106.80733729085637,True,True,True
101,45.92,-64.88269602489761,110.80269602489761,-45.92,18.96269602489761,108.9,5.127571195964279,103.77242880403573,False,True,True
102,42.41,-66.2381995766181,108.6481995766181,-42.41,23.828199576618104,105.38999999999999,3.7720676442437906,101.6179323557562,False,True,True
103,40.72,-67.58367636692383,108.30367636692382,-40.72,26.863676366923826,103.69999999999999,2.426590853938066,101.27340914606192,False,True,True
104,37.53,-69.05537575949685,106.58537575949686,-37.53,31.525375759496853,100.50999999999999,0.9548914613650368,99.55510853863495,False,False,True
105,32.42,-70.42703672104005,102.84703672104006,-32.42,38.00703672104005,95.4,-0.4167695001781624,95.81676950017817,False,False,True
106,32.22,-71.7958901893871,104.0158901893871,-32.22,39.575890189387096,95.19999999999999,-1.7856229685252032,96.98562296852519,False,False,True
107,26.22,-73.24123352338411,99.46123352338411,-26.22,47.02123352338411,89.19999999999999,-3.2309663025222193,92.43096630252221,False,False,True
108,21.22,-74.49704241875185,95.71704241875184,-21.22,53.27704241875185,84.19999999999999,-4.486775197889955,88.68677519788994,False,False,True
109,16.16,-75.73342804486465,91.89342804486465,-16.16,59.573428044864656,79.14,-5.723160824002761,84.86316082400276,False,False,True
110,11.09,-76.978809108361,88.06880910836101,-11.09,65.888809108361,74.07,-6.968541887499114,81.03854188749911,False,False,True
111,12.28,-78.33144787110587,90.61144787110587,-12.28,66.05144787110586,75.25999999999999,-8.321180650243974,83.58118065024397,False,False,True
112,5.35,-79.5316225645664,84.8816225645664,-5.35,74.18162256456641,68.33,-9.521355343704514,77.85135534370451,False,False,True
113,-1.28,-80.80118244701727,79.52118244701727,1.28,82.08118244701727,61.699999999999996,-10.790915226155377,72.49091522615538,False,False,False
114,-3.19,-81.87799932718613,78.68799932718613,3.19,85.06799932718613,59.79,-11.86773210632424,71.65773210632423,False,False,False
115,-7.81,-82.897864202519,75.087864202519,7.81,90.707864202519,55.169999999999995,-12.887596981657111,68.0575969816571,False,False,False
116,-7.57,-83.92059386682752,76.35059386682752,7.57,91.49059386682751,55.41,-13.910326645965625,69.32032664596562,False,False,False
117,-14.46,-85.06759807689991,70.6075980768999,14.46,99.52759807689992,48.519999999999996,-15.057330856038021,63.57733085603802,False,False,False
118,-19.21,-86.08809320580743,66.87809320580743,19.21,105.29809320580742,43.769999999999996,-16.077825984945534,59.84782598494553,False,False,False
119,-25.61,-87.10870292627396,61.498702926273964,25.61,112.71870292627396,37.37,-17.098435705412072,54.46843570541207,False,False,False
120,-21.96,-88.2440760931052,66.2840760931052,21.96,110.20407609310521,41.019999999999996,-18.233808872243316,59.25380887224331,False,False,False
121,-30.71,-89.27379584251432,58.56379584251432,30.71,119.98379584251433,32.269999999999996,-19.263528621652426,51.53352862165242,False,False,False
122,-34.1,-90.30078299460143,56.20078299460143,34.1,124.40078299460143,28.879999999999995,-20.290515773739543,49.17051577373954,False,False,False
123,-37.04,-91.42607210423839,54.38607210423839,37.04,128.46607210423838,25.939999999999998,-21.415804883376495,47.35580488337649,False,False,False
124,-39.13,-92.44937472634203,53.319374726342026,39.13,131.57937472634202,23.849999999999994,-22.439107505480138,46.28910750548013,False,False,False
125,-40.98,-93.45795233311081,52.477952333110814,40.98,134.43795233311081,22.0,-23.44768511224892,45.44768511224892,False,False,False
126,-42.61,-94.4971831819191,51.8871831819191,42.61,137.10718318191908,20.369999999999997,-24.486915961057207,44.856915961057204,False,False,False
127,-46.97,-95.36045869184272,48.390458691842724,46.97,142.33045869184272,16.009999999999998,-25.350191470980832,41.36019147098083,False,False,False
128,-43.25,-95.9888788015422,52.7388788015422,43.25,139.2388788015422,19.729999999999997,-25.978611580680308,45.708611580680305,False,False,False
129,-44.09,-96.46328785591052,52.37328785591052,44.09,140.55328785591053,18.889999999999993,-26.45302063504863,45.343020635048624,False,False,False
130,-45.9,-96.76214264185076,50.86214264185076,45.9,142.66214264185075,17.08,-26.751875420988867,43.831875420988865,False,False,False
131,-46.65,-96.91919037349612,50.26919037349612,46.65,143.56919037349613,16.33,-26.90892315263423,43.23892315263423,False,False,False
132,-45.75,-96.90320485101198,51.15320485101198,45.75,142.653204851012,17.229999999999997,-26.892937630150087,44.12293763015008,False,False,False
133,-45.64,-96.73750545666013,51.09750545666013,45.64,142.37750545666012,17.339999999999996,-26.72723823579824,44.067238235798236,False,False,False
134,-46.37,-96.4058201890589,50.0358201890589,46.37,142.7758201890589,16.61,-26.39555296819701,43.00555296819701,False,False,False
135,-46.19,-95.93496347302039,49.74496347302039,46.19,142.1249634730204,16.79,-25.924696252158498,42.7146962521585,False,False,False
136,-45.89,-95.28832330543574,49.39832330543574,45.89,141.17832330543575,17.089999999999996,-25.278056084573848,42.368056084573844,False,False,False
137,-43.74,-94.57017800501876,50.83017800501876,43.74,138.31017800501877,19.239999999999995,-24.55991078415687,43.799910784156864,False,False,False
138,-42.9,-93.76288047167944,50.86288047167944,42.9,136.66288047167944,20.08,-23.752613250817546,43.832613250817545,False,False,False
139,-41.5,-92.8977142010319,51.3977142010319,41.5,134.3977142010319,21.479999999999997,-22.88744698017001,44.36744698017001,False,False,False
140,-38.93,-92.0572424113545,53.127242411354494,38.93,130.9872424113545,24.049999999999997,-22.046975190492603,46.0969751904926,False,False,False
141,-36.03,-91.20089969075195,55.17089969075195,36.03,127.23089969075195,26.949999999999996,-21.190632469890062,48.14063246989006,False,False,False
142,-30.59,-90.31820091157343,59.728200911573424,30.59,120.90820091157343,32.39,-20.307933690711536,52.69793369071154,False,False,False
143,-32.03,-89.52635563860798,57.49635563860798,32.03,121.55635563860798,30.949999999999996,-19.51608841774609,50.466088417746086,False,False,False
144,-29.51,-88.70668221689382,59.19668221689382,29.51,118.21668221689383,33.47,-18.696414996031933,52.16641499603193,False,False,False
145,-26.03,-87.93886147563902,61.908861475639014,26.03,113.96886147563902,36.949999999999996,-17.928594254777124,54.87859425477712,False,False,False
146,-26.55,-87.13397036503923,60.583970365039235,26.55,113.68397036503923,36.42999999999999,-17.12370314417734,53.553703144177334,False,False,False
147,-22.13,-86.3949694008795,64.26496940087951,22.13,108.5249694008795,40.849999999999994,-16.384702180017612,57.23470218001761,False,False,False
148,-19.8,-85.65889052147493,65.85889052147493,19.8,105.45889052147493,43.17999999999999,-15.648623300613039,58.82862330061303,False,False,False
149,-16.99,-85.03980962383608,68.04980962383608,16.99,102.02980962383607,45.989999999999995,-15.029542402974187,61.01954240297418,False,False,False
150,-11.15,-84.44662641853714,73.29662641853713,11.15,95.59662641853714,51.83,-14.436359197675245,66.26635919767524,False,False,False
151,-12.53,-83.92317217690561,71.39317217690561,12.53,96.45317217690561,50.449999999999996,-13.912904956043718,64.3629049560437,False,False,False
152,-11.83,-83.42349568377202,71.59349568377202,11.83,95.25349568377202,51.15,-13.413228462910126,64.56322846291013,False,False,False
153,-11.79,-83.01314331089932,71.22314331089933,11.79,94.80314331089932,51.19,-13.002876090037432,64.19287609003743,False,False,False
