frame_index,timestamp_sec,pred_relative_yaw,oxts_absolute_yaw,oxts_relative_yaw,yaw_error,abs_yaw_error,pred_relative_pitch,oxts_absolute_pitch,oxts_relative_pitch,pitch_error,abs_pitch_error,pred_relative_roll,oxts_absolute_roll,oxts_relative_roll,roll_error,abs_roll_error,tracked_point_count,inlier_count,inlier_ratio,confidence,warnings
11,1.1,-0.012837924078715354,-61.954595212881536,0.6831375791344669,-0.6959755032131909,0.6959755032131909,0.38781368442932534,0.22310976542394256,-0.057754145749186137,0.4455678301785042,0.4455678301785042,-0.058789228881442196,0.9886386754982355,0.1279987714322317,-0.18678800031366904,0.18678800031366904,737,201,0.2727272727272727,0.04462809917355372,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
12,1.2,-0.2183666023856349,-61.313340848571116,0.6412543643104129,-0.8596209666960419,0.8596209666960419,1.704918621764694,0.48896218236464456,0.26585241694070305,1.4390662048240017,1.4390662048240017,-0.020682879873360517,1.1582341828569591,0.16959550735873563,-0.1902783872320981,0.1902783872320981,722,626,0.8670360110803325,0.346814404432133,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
13,1.3,0.012504990511350353,-60.604534760214776,0.7088060883563401,-0.6963010978449802,0.6963010978449802,2.718737538319397,0.6778090716397639,0.18884688927511206,2.5298906490442903,2.5298906490442903,0.10385783960259118,1.16866201472834,0.010427831871368198,0.09343000773122867,0.09343000773122867,691,590,0.85383502170767,0.34153400868306805,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
14,1.4,-0.018599953124466294,-59.92603813922085,0.6784966209939398,-0.6970965741184045,0.6970965741184045,2.678234125975551,0.5979387549985272,-0.07987031664123379,2.7581044426167978,2.7581044426167978,-0.4192431627573131,1.2559807827062777,0.08731876797793348,-0.5065619307352449,0.5065619307352449,668,586,0.8772455089820359,0.3508982035928144,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
15,1.5,0.13636323684254884,-59.25544833579974,0.6705898034211089,-0.5342265665785533,0.5342265665785533,0.44601292074370846,0.5152609451611493,-0.08267780983737794,0.5286907305810757,0.5286907305810757,-0.08245016254035226,1.2838838273291486,0.027903044622860307,-0.1103532071632003,0.1103532071632003,653,170,0.26033690658499237,0.040665182958145835,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
16,1.6,0.0943157970044617,-58.58119160248979,0.67425673330996,-0.5799409363054906,0.5799409363054906,0.29662725816670626,0.7540124583921634,0.23875151323102273,0.05787574493567149,0.05787574493567149,0.13505052452953098,1.116293672253383,-0.16759015507577146,0.30264067960530383,0.30264067960530383,631,148,0.23454833597464342,0.03300775314508452,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
17,1.7,0.2401160630681738,-57.96818405747932,0.6130075450104755,-0.3728914819423039,0.3728914819423039,2.237839178759199,0.4968689999374499,-0.25714345845472053,2.4949826372139228,2.4949826372139228,-0.459911655807194,1.011900761980547,-0.1043929102728498,-0.35551874553434004,0.35551874553434004,610,537,0.8803278688524591,0.3521311475409836,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
18,1.8,0.03143092255127643,-57.33581053899343,0.6323735184859061,-0.6009425959346402,0.6009425959346402,0.9796375867832915,0.028476002418001918,-0.46839299751945873,1.4480305843027566,1.4480305843027566,-0.33972078285300367,0.991045098237785,-0.02085566374276482,-0.3188651191102281,0.3188651191102281,601,149,0.24792013311148087,0.03687863544120864,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
19,1.9,-0.08269302538835513,-56.670434651508,0.6653758874854248,-0.7480689128737765,0.7480689128737765,0.37704993523518815,-0.34136825433894447,-0.36984425675694865,0.7468941919921406,0.7468941919921406,-0.2655878973191536,1.0881041487329464,0.0970590504951474,-0.36264694781431217,0.36264694781431217,595,111,0.1865546218487395,0.020881576159875716,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
20,2.0,-0.22139322499333364,-55.91298444634506,0.7574502051629395,-0.9788434301562745,0.9788434301562745,0.3982946133039775,-0.7247343150609783,-0.3833660607220395,0.7816606740260283,0.7816606740260283,-0.18321897657658162,1.4444266015248053,0.3563224527918578,-0.5395414293684269,0.5395414293684269,591,147,0.24873096446700507,0.03712025561081193,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
21,2.1,-0.15018016694245723,-55.23964444550732,0.6733400008377544,-0.8235201677802024,0.8235201677802024,0.3840682063205697,-0.622919714866231,0.10181460019475708,0.2822536061258063,0.2822536061258063,0.06782606510695861,1.506248747619421,0.06182214609461312,0.006003919012357528,0.006003919012357528,585,103,0.17606837606837608,0.018600043830813064,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
22,2.2,0.18978113557839188,-54.48918432544497,0.7504601200623426,-0.5606789844839568,0.5606789844839568,0.3716965811299839,-0.3381596906862119,0.28476002418003077,0.08693655694995073,0.08693655694995073,0.16589029008580233,1.3776197226125513,-0.1286290250068589,0.29451931509265705,0.29451931509265705,573,107,0.18673647469458987,0.020922306588817923,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
23,2.3,0.08802507661360187,-53.80593215475145,0.6832521706935211,-0.5952270940799167,0.5952270940799167,0.4142580489315239,-0.07517206272116402,0.26298762796506026,0.15127042096645482,0.15127042096645482,0.1320122711504007,1.2601060788312195,-0.11751364378133644,0.2495259149317235,0.2495259149317235,557,124,0.22262118491921004,0.02973611518489987,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
24,2.4,0.07788380271645444,-53.13505587243277,0.6708762823186873,-0.5929924796022306,0.5929924796022306,0.5804780494470421,-0.15968333750296043,-0.08451127478178933,0.6649893242288272,0.6649893242288272,-0.09618138293310777,1.2516835992427964,-0.008422479588432452,-0.08775890334467817,0.08775890334467817,552,151,0.27355072463768115,0.04489799936988028,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
25,2.5,0.22302560775307587,-52.505719030261076,0.6293368421717105,-0.4063112344186379,0.4063112344186379,0.3502391721693879,-0.14123409649974794,0.01844924100322487,0.3317899311661563,0.3317899311661563,-0.008319829472150472,1.2379326121596568,-0.013750987083142263,0.005431157610985338,0.005431157610985338,548,107,0.19525547445255476,0.022874820182215358,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
26,2.6,0.3442128817379438,-51.70976606126534,0.7959529689957208,-0.45174008725777526,0.45174008725777526,0.4278962904997997,0.3924187938851008,0.5336528903848432,-0.10575659988504071,0.10575659988504071,0.22927818934000269,0.9871489852308954,-0.2507836269287509,0.4800618162687442,0.4800618162687442,531,103,0.19397363465160075,0.022575462563971613,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
27,2.7,0.1720541660765122,-51.0307537782558,0.6790122830095413,-0.5069581169330206,0.5069581169330206,0.4979732973890383,0.8412739305905877,0.4488551367054754,0.04911816068357666,0.04911816068357666,0.14240769036611303,0.9736271812658079,-0.01352180396509084,0.15592949433118974,0.15592949433118974,519,117,0.2254335260115607,0.03049216479000301,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
28,2.8,-0.1520357542399386,-50.39901051334455,0.6317432649112504,-0.7837790191511829,0.7837790191511829,0.595110621082037,0.9471565311307639,0.10588260054018406,0.48922802054184444,0.48922802054184444,-0.00710378962698116,1.3168289005491711,0.3432017192833712,-0.3503055089103384,0.3503055089103384,511,197,0.38551859099804303,0.08917475040306984,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
29,2.9,-0.27956543452696525,-49.64660233677876,0.7524081765657797,-1.0319736110927522,1.0319736110927522,2.96185269829286,0.7867283484941334,-0.16042818263662184,3.1222808809294804,3.1222808809294804,-0.2684935040346607,1.6593430704783771,0.3425141699292169,-0.6110076739638828,0.6110076739638828,509,438,0.8605108055009824,0.344204322200393,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
30,3.0,0.025536505477642326,-48.96993918072925,0.6766631560495284,-0.6511266505718822,0.6511266505718822,0.4126024811051935,0.6986647353825258,-0.08806361311161481,0.5006660942167969,0.5006660942167969,-0.08565822770751548,1.796967532868801,0.13762446239041992,-0.2232826900979319,0.2232826900979319,508,50,0.0984251968503937,0.005812511625023251,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
31,3.1,0.32212147181855644,-48.21924987754885,0.7506893031803941,-0.4285678313618462,0.4285678313618462,2.090542743829594,0.6010900228717466,-0.09757471251077732,2.1881174563403647,2.1881174563403647,-0.35201884714196996,1.3663324540484743,-0.43063507882033036,0.07861623167835319,0.07861623167835319,507,454,0.8954635108481263,0.3581854043392505,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
32,3.2,0.3377197151865585,-47.498640858612816,0.7206090189360452,-0.3828893037494936,0.3828893037494936,3.965446606189405,0.5145161000274793,-0.08657392284428056,4.052020529033683,4.052020529033683,-0.5155149669696938,1.1123402634669803,-0.25399219058149924,-0.26152277638820465,0.26152277638820465,493,440,0.8924949290060852,0.35699797160243407,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
33,3.3,-0.3462264905603585,-46.75499893631252,0.7436419223002986,-1.0898684128606533,1.0898684128606533,2.941783040373487,0.5215634809075884,0.0070473808800954885,2.934735659493384,2.934735659493384,-0.3001907305771393,1.2970618566171574,0.18472159315018644,-0.48491232372731474,0.48491232372731474,488,423,0.8668032786885246,0.34672131147540985,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
34,3.4,-0.27275269676481034,-46.04607825639715,0.7089206799153658,-0.9816733766801633,0.9816733766801633,7.997665195443932,0.6260136869599374,0.10445020605234845,7.893214989391595,7.893214989391595,-1.8141869606568215,1.6221581095743867,0.32509625295722344,-2.13928321361405,2.13928321361405,483,420,0.8695652173913043,0.34782608695652173,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
35,3.5,0.0014095355541089824,-45.24766156888235,0.7984166875148162,-0.7970071519607131,0.7970071519607131,6.676449349973711,0.8132562944086905,0.1872426074487521,6.489206742524971,6.489206742524971,-0.6452560481947036,1.7244883717847517,0.10233026221035857,-0.7475863104050688,0.7475863104050688,470,416,0.8851063829787233,0.35404255319148936,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
36,3.6,0.19818657456923006,-44.43056645724628,0.8170951116360641,-0.6189085370668295,0.6189085370668295,0.4876035990574093,1.000670789195983,0.18741449478730487,0.30018910427011747,0.30018910427011747,0.12512249885248564,1.540969990004349,-0.18351838178040225,0.3086408806328791,0.3086408806328791,462,95,0.20562770562770563,0.02536965199302862,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
37,3.7,0.10087466907444143,-43.63100385414121,0.7995626031050733,-0.6986879340306302,0.6986879340306302,4.415827049336513,0.9434323054624136,-0.05723848373355622,4.47306553307007,4.47306553307007,-0.5880609065114887,1.5433764127438985,0.0024064227395399485,-0.5904673292510267,0.5904673292510267,457,420,0.9190371991247265,0.3676148796498906,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
38,3.8,0.011559090815131621,-42.726761861865754,0.9042419922754448,-0.8926829014603186,0.8926829014603186,6.86368878347595,0.7441002885364001,-0.19933201692600733,7.063020800401944,7.063020800401944,-0.605887148579389,1.5661801329901055,0.02280372024620192,-0.6286908688256005,0.6286908688256005,452,409,0.9048672566371682,0.3619469026548673,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
39,3.9,0.14242870512411202,-41.8895559316206,0.8372059302451476,-0.6947772251210438,0.6947772251210438,0.4501994272829604,0.6414835474284697,-0.10261674110793706,0.5528161683909047,0.5528161683909047,-0.05377443569030969,1.55065297674206,-0.015527156248055007,-0.038247279442259696,0.038247279442259696,448,65,0.14508928571428573,0.012630540497448984,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
40,4.0,-0.22951948069699402,-40.977922783787946,0.9116331478326458,-1.1411526285296532,1.1411526285296532,0.6288238558763835,0.5779425279484615,-0.0635410194799988,0.6923648753563896,0.6923648753563896,0.010617008903547956,1.6979031300906815,0.14725015334860814,-0.1366331444450566,0.1366331444450566,445,110,0.24719101123595505,0.03666203762151243,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
41,4.1,-0.34238381992130495,-39.90901272119188,1.0689100625960748,-1.4112938825173842,1.4112938825173842,0.6031004450682701,0.44369851654930953,-0.1342440113991472,0.7373444564674116,0.7373444564674116,-0.028775562601888006,1.9746990409183824,0.27679591082770116,-0.30557147342958046,0.30557147342958046,444,99,0.22297297297297297,0.029830168005843677,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
42,4.2,-0.15801933291528122,-38.95148565396924,0.9575270672226281,-1.1155464001379016,1.1155464001379016,0.5803332946503966,0.1762991135617543,-0.26739940298756437,0.8477326976379516,0.8477326976379516,-0.11683125004644312,2.1084273903019164,0.13372834938354572,-0.25055959942997674,0.25055959942997674,441,98,0.2222222222222222,0.02962962962962963,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
43,4.3,0.3903820993845595,-37.961758358660255,0.9897272953089953,-0.5993451959244283,0.5993451959244283,-0.706320987721062,0.00320856365273261,-0.17309054990903405,-0.5332304378120227,0.5332304378120227,-0.09864487398305838,1.8087131676689827,-0.2997142226329288,0.2010693486498667,0.2010693486498667,433,316,0.7297921478060047,0.2919168591224019,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
44,4.4,0.3358482802140175,-36.80151882352034,1.1602395351399082,-0.8243912549258994,0.8243912549258994,5.113611362864118,0.02417881895452074,0.02097025530179053,5.092641107562315,5.092641107562315,0.07460742266555762,1.5605078508183101,-0.24820531685068659,0.32281273951625167,0.32281273951625167,424,332,0.7830188679245284,0.31320754716981136,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
45,4.5,-0.15014115982084722,-35.72917101415349,1.0723478093668461,-1.2224889691876797,1.2224889691876797,0.7506971254558279,0.09121488098482707,0.06703606203029722,0.683661063425518,0.683661063425518,0.07564785181333811,1.592364304227584,0.031856453409261576,0.04379139840406765,0.04379139840406765,418,38,0.09090909090909091,0.004958677685950413,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
46,4.6,-0.03354972113942391,-34.64290033036497,1.0862706837885412,-1.1198204049279639,1.1198204049279639,0.5020351853534148,0.16810581709138353,0.07689093610656528,0.42514424924684135,0.42514424924684135,-0.003957464851107359,1.6948664537764881,0.10250214954891135,-0.10645961440002338,0.10645961440002338,411,59,0.1435523114355231,0.012364359671088851,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
47,4.7,-0.30596327725159067,-33.44713741192694,1.195762918438021,-1.5017261956895993,1.5017261956895993,0.43639676689245177,0.17200193009827314,0.003896113006902624,0.4325006538855405,0.4325006538855405,0.02870110063518931,1.7794923201173107,0.08462586634081504,-0.05592476570561189,0.05592476570561189,402,7,0.017412935323383085,0.00018192618994579342,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only|too_few_pose_inliers
48,4.8,-0.08549496970208335,-32.39186374485499,1.0552736670719582,-1.1407686367740553,1.1407686367740553,4.798142994645833,0.2262610332971621,0.054259103198887715,4.743883891446956,4.743883891446956,0.044932547764786855,1.7268947945243012,-0.05259752559300068,0.09753007335777397,0.09753007335777397,400,295,0.7375,0.29500000000000004,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
49,4.9,-0.011149408608138792,-31.35939379802925,1.032469946825728,-1.0436193554338615,1.0436193554338615,0.5695407160228628,0.3018341664749177,0.07557313317775538,0.49396758284510156,0.49396758284510156,-0.007469420465336611,1.6552177743534353,-0.07167702017085276,0.06420759970552581,0.06420759970552581,389,124,0.31876606683804626,0.06096708322043866,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
50,5.0,0.08267802395005439,-30.231297195196166,1.1280966028330681,-1.045418578883016,1.045418578883016,0.5277774891069011,0.34927507191174983,0.04744090543684365,0.4803365836700664,0.4803365836700664,0.011508151842408715,1.5383343841467474,-0.11688339020668082,0.1283915420490871,0.1283915420490871,384,58,0.15104166666666666,0.013688151041666666,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
51,5.1,0.173500143365471,-29.25732623925328,0.9739709559428888,-0.80047081257743,0.80047081257743,0.5168448982592498,0.36875563694619784,0.019480565034456276,0.49736433322479456,0.49736433322479456,-0.03681751673436358,1.4916956196230982,-0.046638764523635245,0.009821247789261633,0.009821247789261633,380,59,0.15526315789473685,0.014463988919667593,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
52,5.2,0.04768635113135585,-28.3315410338809,0.9257852053723923,-0.8780988542410455,0.8780988542410455,0.5633258864701912,0.3596456080036177,-0.009110028942586723,0.5724359154127683,0.5724359154127683,0.0160477609867525,1.437952178439827,-0.0537434411832578,0.06979120217002333,0.06979120217002333,375,78,0.208,0.0259584,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
53,5.3,0.12310481654615762,-27.3145982433032,1.0169427905777013,-0.8938379740315554,0.8938379740315554,0.5237233074811275,0.3641719745851512,0.004526366581529828,0.5191969408996044,0.5191969408996044,0.004078940583903158,1.345419494526199,-0.09253268391361757,0.0966116244975126,0.0966116244975126,364,102,0.2802197802197802,0.04711387513585316,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
54,5.4,-0.07932928045695697,-26.431612985227087,0.8829852580761042,-0.9623145385330645,0.9623145385330645,0.5108011470259606,0.41115451378587875,0.0469825392007408,0.46381860782523177,0.46381860782523177,0.03311126760935782,1.2709922769387052,-0.07442721758749826,0.10753848519686926,0.10753848519686926,361,82,0.22714681440443213,0.030957405176448922,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
55,5.5,0.04768347790246262,-25.57452541949089,0.857087565736208,-0.809404087833741,0.809404087833741,0.5715248700990007,0.4345884876067294,0.023433973820857545,0.5480908962781541,0.5480908962781541,0.029002234848245854,1.2248118786511608,-0.0461803982875324,0.07518263313576767,0.07518263313576767,358,58,0.16201117318435754,0.015748572141943137,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
56,5.6,0.22455326128035544,-24.68340416072392,0.8911212587669581,-0.6665679974865952,0.6665679974865952,0.3170866630759924,0.430119416804709,-0.004469070802031183,0.3215557338780286,0.3215557338780286,-0.04358412271510869,1.186652889495448,-0.03815898915570415,-0.005425133559413098,0.005425133559413098,343,192,0.5597667638483965,0.1880032979455839,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
57,5.7,0.12114914806907606,-24.01344461087745,0.6699595498464817,-0.5488104017774162,0.5488104017774162,0.6953024405299247,0.4651271380872023,0.03500772128248286,0.660294719247446,0.660294719247446,0.02618505759147828,1.1792617339382603,-0.007391155557201046,0.033576213148677425,0.033576213148677425,339,6,0.017699115044247787,0.00018795520400971102,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only|too_few_pose_inliers
58,5.8,-0.04138988793597058,-23.416938250366748,0.5965063605107161,-0.6378962484466797,0.6378962484466797,-2.1182400889378807,0.5291265238033153,0.06399938571610164,-2.182239474653983,2.182239474653983,-0.13150877021578858,1.135143983713187,-0.044117750225069585,-0.08739101999071863,0.08739101999071863,316,258,0.8164556962025317,0.3265822784810127,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
59,5.9,0.09543144653319625,-22.891364064893246,0.5255741854734879,-0.4301427389403045,0.4301427389403045,1.1952837612824447,0.5684314285492896,0.03930490474596127,1.1559788565364784,1.1559788565364784,-0.0026745941958011823,1.0900522052363912,-0.04509177847680235,0.042417184280992615,0.042417184280992615,308,163,0.5292207792207793,0.1680447798954293,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
60,6.0,-0.40572604161251546,-22.405438558842793,0.4859255060504495,-0.891651547662974,0.891651547662974,-4.00402432722135,0.5424764404298634,-0.025954988119423206,-3.9780693391019213,3.9780693391019213,0.4090793165302494,1.0511483709470084,-0.038903834289385486,0.44798315081962414,0.44798315081962414,288,257,0.8923611111111112,0.3569444444444445,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
61,6.1,0.09745040577699052,-22.061434698646245,0.34400386019655116,-0.2465534544195691,0.2465534544195691,-0.19270405113218633,0.541502412178141,-0.0009740282517327614,-0.19173002288044927,0.19173002288044927,-0.07782911952388422,1.0166563116801326,-0.03449205926688137,-0.043337060257016446,0.043337060257016446,281,214,0.7615658362989324,0.304626334519573,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
62,6.2,-0.04291911464656356,-21.80904678989112,0.25238790875511086,-0.29530702340167636,0.29530702340167636,-3.9348409105995055,0.5853909792851621,0.04388856710701816,-3.978729477706537,3.978729477706537,-0.3045317622157553,1.0152239171923056,-0.0014323944878356087,-0.3030993677279241,0.3030993677279241,279,255,0.9139784946236559,0.3655913978494624,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
63,6.3,-0.032198175223986825,-21.639966944548014,0.16907984534310572,-0.20127802056708788,0.20127802056708788,2.092420822044262,0.591578923472575,0.006187944187416861,2.086232877856844,2.086232877856844,0.1520002513868147,1.0305218903222986,0.015297973130003584,0.1367022782568199,0.1367022782568199,277,250,0.9025270758122743,0.36101083032490977,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
64,6.4,0.44607545599103604,-21.59246874333167,0.047498201216342295,0.3985772547746933,0.3985772547746933,0.6460211649043537,0.5594932869452488,-0.032085636527313,0.6781068014316531,0.6781068014316531,0.0391287190897138,1.067477668108237,0.036955777785948385,0.0021729413037689937,0.0021729413037689937,273,185,0.6776556776556777,0.2710622710622711,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
65,6.5,-0.10812997243573577,-21.638534550060186,-0.046065806728506686,-0.06206416570722695,0.06206416570722695,0.41804657566486364,0.5056352542029515,-0.05385803274228351,0.47190460840715787,0.47190460840715787,-0.051394939115859524,1.0526380612143484,-0.014839606893900736,-0.036555332221951176,0.036555332221951176,272,6,0.022058823529411766,0.0002919550173010381,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only|too_few_pose_inliers
66,6.6,-0.3635108286841508,-21.799764873610002,-0.16123032354983025,-0.2022805051343255,0.2022805051343255,-5.952081724798186,0.40955023195951246,-0.09608502224344306,-5.855996702554734,5.855996702554734,0.12086994686006639,1.0596281463149444,0.006990085100596843,0.11387986175947162,0.11387986175947162,271,249,0.9188191881918819,0.3675276752767528,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
67,6.7,-0.5693678053654215,-22.078680728279682,-0.27891585466969104,-0.2904519506957399,0.2904519506957399,-4.998605492399988,0.2337667804133759,-0.17578345154612407,-4.8228220408538505,4.8228220408538505,0.24418459140701526,1.064154512896478,0.004526366581529828,0.23965822482549015,0.23965822482549015,271,252,0.9298892988929889,0.3719557195571956,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
68,6.8,-0.3265715636096008,-22.476714508557066,-0.39803378027738745,0.07146221666778274,0.07146221666778274,-5.017132624281726,0.06944248476985578,-0.16432429564352447,-4.85280832863819,4.85280832863819,-0.04797333621058948,1.082317275002125,0.01816276210564638,-0.06613609831623535,0.06613609831623535,271,252,0.9298892988929889,0.3719557195571956,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only
69,6.9,0.09097355227952862,-23.019649315223035,-0.5429348066659827,0.6339083589455186,0.6339083589455186,0.3479620945664984,0.04165403170601085,-0.027788453063834595,0.3757505476303322,0.3757505476303322,-0.015191635183537432,1.0846664019621615,0.0023491269600413034,-0.017540762143568145,0.017540762143568145,260,1,0.0038461538461538464,8.875739644970416e-06,approximate_K_used|intrinsics_not_calibrated|pose_for_debug_only|too_few_pose_inliers
