frame_index,time_sec,segment,pred_yaw_current,pred_yaw_calibrated,oxts_yaw,yaw_error_current,yaw_error_calibrated,abs_yaw_error_current,abs_yaw_error_calibrated,pred_pitch,oxts_pitch,pitch_error,abs_pitch_error,pred_roll,oxts_roll,roll_error,abs_roll_error,confidence,yaw_confidence_before,yaw_confidence_after,pitch_confidence,roll_confidence,confidence_failure_before,confidence_failure_after,status,detected_line_count,perspective_line_count,vanishing_point_candidate_count,horizon_candidate_count,yaw_calibration_model,yaw_calibration_scale,yaw_calibration_offset,vp_temporal_jump,vp_side_flip,vp_cluster_ambiguity,line_support_consistency,yaw_warning_flags
27,2.7,calibration_0_80,-38.9,-45.0416,-51.0307537782558,12.130753778255801,5.9891537782557975,12.130753778255801,5.9891537782557975,0.97,0.8412739305905877,0.12872606940941222,0.12872606940941222,-0.0,0.9736271812658079,-0.9736271812658079,0.9736271812658079,0.7,0.44,0.31,0.85,0.8,False,False,full,208,76,1190,61,linear,-0.2705094869167766,-55.56446532378772,68.92788405282724,True,0.9947,0.1303,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
28,2.8,calibration_0_80,-44.5,-43.5268,-50.39901051334455,5.89901051334455,6.872210513344548,5.89901051334455,6.872210513344548,0.83,0.9471565311307639,-0.11715653113076396,0.11715653113076396,-0.94,1.3168289005491711,-2.256828900549171,2.256828900549171,0.72,0.44,0.31,0.94,0.79,False,False,full,193,74,1566,61,linear,-0.2705094869167766,-55.56446532378772,34.08446273597402,True,0.976,0.1379,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
29,2.9,calibration_0_80,-31.87,-46.9433,-49.64660233677876,17.776602336778762,2.703302336778762,17.776602336778762,2.703302336778762,1.08,0.7867283484941334,0.29327165150586665,0.29327165150586665,-0.0,1.6593430704783771,-1.6593430704783771,1.6593430704783771,0.7,0.44,0.31,0.86,0.81,False,False,full,224,74,1485,67,linear,-0.2705094869167766,-55.56446532378772,67.4989636957487,True,0.98,0.1751,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
30,3.0,calibration_0_80,-37.76,-45.35,-48.96993918072925,11.20993918072925,3.619939180729247,11.20993918072925,3.619939180729247,0.8,0.6986647353825258,0.10133526461747422,0.10133526461747422,-0.0,1.796967532868801,-1.796967532868801,1.796967532868801,0.7,0.44,0.31,0.85,0.8,False,False,full,225,71,896,74,linear,-0.2705094869167766,-55.56446532378772,28.595289821927,True,0.9793,0.1886,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
31,3.1,calibration_0_80,-34.09,-46.3428,-48.21924987754885,14.129249877548844,1.8764498775488505,14.129249877548844,1.8764498775488505,0.42,0.6010900228717466,-0.18109002287174664,0.18109002287174664,-0.78,1.3663324540484743,-2.1463324540484745,2.1463324540484745,0.7,0.44,0.31,0.85,0.81,False,False,full,234,81,1722,74,linear,-0.2705094869167766,-55.56446532378772,20.989721294004895,True,0.9987,0.2085,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
32,3.2,calibration_0_80,-3.12,-54.7205,-47.498640858612816,44.37864085861282,-7.221859141387185,44.37864085861282,7.221859141387185,0.12,0.5145161000274793,-0.3945161000274793,0.3945161000274793,-0.0,1.1123402634669803,-1.1123402634669803,1.1123402634669803,0.62,0.24,0.14,0.83,0.8,False,False,full,224,108,2695,63,linear,-0.2705094869167766,-55.56446532378772,125.8427069797848,True,0.9936,0.0794,"[""yaw_sign_reference_flip"", ""large_temporal_jump"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
33,3.3,calibration_0_80,-47.2,-42.7964,-46.75499893631252,-0.44500106368748504,3.9585989363125194,0.44500106368748504,3.9585989363125194,1.32,0.5215634809075884,0.7984365190924116,0.7984365190924116,-2.0,1.2970618566171574,-3.2970618566171574,3.2970618566171574,0.62,0.24,0.14,0.82,0.8,False,False,full,224,86,2166,78,linear,-0.2705094869167766,-55.56446532378772,199.1032259909417,True,0.9817,0.1477,"[""yaw_sign_reference_flip"", ""large_temporal_jump"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
34,3.4,calibration_0_80,-47.68,-42.6666,-46.04607825639715,-1.6339217436028477,3.3794782563971495,1.6339217436028477,3.3794782563971495,0.75,0.6260136869599374,0.12398631304006258,0.12398631304006258,-1.61,1.6221581095743867,-3.232158109574387,3.232158109574387,0.71,0.44,0.31,0.88,0.8,False,False,full,243,80,1586,82,linear,-0.2705094869167766,-55.56446532378772,7.424587530630895,True,0.9697,0.1854,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
35,3.5,calibration_0_80,-46.29,-43.0426,-45.24766156888235,-1.0423384311176491,2.20506156888235,1.0423384311176491,2.20506156888235,1.0,0.8132562944086905,0.18674370559130948,0.18674370559130948,-0.0,1.7244883717847517,-1.7244883717847517,1.7244883717847517,0.71,0.44,0.31,0.89,0.81,False,False,full,222,87,2354,65,linear,-0.2705094869167766,-55.56446532378772,15.452443172521305,True,0.9894,0.2311,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
36,3.6,calibration_0_80,-57.15,-40.1048,-44.43056645724628,-12.71943354275372,4.3257664572462815,12.71943354275372,4.3257664572462815,2.06,1.000670789195983,1.059329210804017,1.059329210804017,-0.0,1.540969990004349,-1.540969990004349,1.540969990004349,0.7,0.44,0.31,0.87,0.8,False,False,full,214,77,1716,69,linear,-0.2705094869167766,-55.56446532378772,93.99574937197961,True,0.9662,0.088,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
37,3.7,calibration_0_80,-53.77,-41.0192,-43.63100385414121,-10.13899614585879,2.6118038541412147,10.13899614585879,2.6118038541412147,1.59,0.9434323054624136,0.6465676945375864,0.6465676945375864,-0.84,1.5433764127438985,-2.3833764127438983,2.3833764127438983,0.71,0.45,0.32,0.85,0.82,False,False,full,232,73,1121,79,linear,-0.2705094869167766,-55.56446532378772,35.5304095107276,True,0.9824,0.1561,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
38,3.8,calibration_0_80,-54.38,-40.8542,-42.726761861865754,-11.653238138134249,1.872561861865755,11.653238138134249,1.872561861865755,1.2,0.7441002885364001,0.45589971146359987,0.45589971146359987,-0.74,1.5661801329901055,-2.3061801329901055,2.3061801329901055,0.7,0.44,0.31,0.86,0.79,False,False,full,234,81,1474,90,linear,-0.2705094869167766,-55.56446532378772,8.316549765377442,True,0.9721,0.2707,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
39,3.9,calibration_0_80,-46.97,-42.8586,-41.8895559316206,-5.0804440683794,-0.9690440683794037,5.0804440683794,0.9690440683794037,1.96,0.6414835474284697,1.3185164525715303,1.3185164525715303,-1.15,1.55065297674206,-2.70065297674206,2.70065297674206,0.71,0.44,0.31,0.87,0.81,False,False,full,230,79,1634,69,linear,-0.2705094869167766,-55.56446532378772,61.521450730619115,True,0.9864,0.1432,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
40,4.0,calibration_0_80,-58.75,-39.672,-40.977922783787946,-17.772077216212054,1.305922783787949,17.772077216212054,1.305922783787949,1.64,0.5779425279484615,1.0620574720515386,1.0620574720515386,-1.1,1.6979031300906815,-2.7979031300906816,2.7979031300906816,0.7,0.44,0.31,0.84,0.81,False,False,full,266,99,2637,71,linear,-0.2705094869167766,-55.56446532378772,109.02652200267602,True,0.9707,0.1604,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
41,4.1,calibration_0_80,-66.89,-37.4701,-39.90901272119188,-26.980987278808122,2.438912721191876,26.980987278808122,2.438912721191876,1.47,0.44369851654930953,1.0263014834506905,1.0263014834506905,-2.49,1.9746990409183824,-4.464699040918383,4.464699040918383,0.64,0.25,0.15,0.85,0.82,False,False,full,250,101,2994,71,linear,-0.2705094869167766,-55.56446532378772,130.15014790617795,True,0.9763,0.0307,"[""yaw_sign_reference_flip"", ""large_temporal_jump"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
42,4.2,calibration_0_80,-66.42,-37.5972,-38.95148565396924,-27.46851434603076,1.3542856539692423,27.46851434603076,1.3542856539692423,1.3,0.1762991135617543,1.1237008864382458,1.1237008864382458,-1.13,2.1084273903019164,-3.2384273903019163,3.2384273903019163,0.68,0.44,0.31,0.8,0.8,False,False,full,232,83,2487,61,linear,-0.2705094869167766,-55.56446532378772,17.8616572579366,True,0.9863,0.0366,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
43,4.3,calibration_0_80,-68.36,-37.0724,-37.961758358660255,-30.398241641339744,0.8893583586602531,30.398241641339744,0.8893583586602531,1.03,0.00320856365273261,1.0267914363472674,1.0267914363472674,-1.59,1.8087131676689827,-3.3987131676689826,3.3987131676689826,0.69,0.45,0.32,0.82,0.8,False,False,full,277,124,5497,60,linear,-0.2705094869167766,-55.56446532378772,43.52507897752729,True,0.9822,0.0111,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
44,4.4,calibration_0_80,-70.59,-36.4692,-36.80151882352034,-33.788481176479664,0.3323188235203389,33.788481176479664,0.3323188235203389,0.5,0.02417881895452074,0.47582118104547927,0.47582118104547927,-0.0,1.5605078508183101,-1.5605078508183101,1.5605078508183101,0.69,0.45,0.32,0.82,0.8,False,False,full,276,116,4690,59,linear,-0.2705094869167766,-55.56446532378772,60.56071333793891,True,0.9841,0.0094,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
45,4.5,calibration_0_80,-69.94,-36.645,-35.72917101415349,-34.210828985846504,-0.9158289858465096,34.210828985846504,0.9158289858465096,1.37,0.09121488098482707,1.278785119015173,1.278785119015173,-0.76,1.592364304227584,-2.352364304227584,2.352364304227584,0.7,0.44,0.31,0.87,0.79,False,False,full,284,135,6512,61,linear,-0.2705094869167766,-55.56446532378772,21.0575805827735,True,0.9728,0.0227,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
46,4.6,calibration_0_80,-67.43,-37.324,-34.64290033036497,-32.78709966963504,-2.6810996696350315,32.78709966963504,2.6810996696350315,1.05,0.16810581709138353,0.8818941829086165,0.8818941829086165,-1.51,1.6948664537764881,-3.2048664537764884,3.2048664537764884,0.71,0.45,0.32,0.88,0.81,False,False,full,295,114,4414,55,linear,-0.2705094869167766,-55.56446532378772,62.92213600951577,True,0.9871,0.0292,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
47,4.7,calibration_0_80,-68.36,-37.0724,-33.44713741192694,-34.91286258807306,-3.6252625880730633,34.91286258807306,3.6252625880730633,0.21,0.17200193009827314,0.037998069901726855,0.037998069901726855,-0.99,1.7794923201173107,-2.769492320117311,2.769492320117311,0.69,0.44,0.31,0.81,0.81,False,False,full,261,98,3580,51,linear,-0.2705094869167766,-55.56446532378772,22.49252320216659,True,0.9815,0.0466,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
48,4.8,calibration_0_80,-44.15,-43.6215,-32.39186374485499,-11.758136255145011,-11.22963625514501,11.758136255145011,11.22963625514501,0.53,0.2262610332971621,0.30373896670283795,0.30373896670283795,-2.2,1.7268947945243012,-3.9268947945243013,3.9268947945243013,0.62,0.25,0.15,0.82,0.8,False,False,full,305,107,3859,60,linear,-0.2705094869167766,-55.56446532378772,291.80319000997923,True,0.9997,0.1524,"[""yaw_sign_reference_flip"", ""large_temporal_jump"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
49,4.9,calibration_0_80,-71.01,-36.3556,-31.35939379802925,-39.65060620197076,-4.996206201970754,39.65060620197076,4.996206201970754,0.31,0.3018341664749177,0.008165833525082322,0.008165833525082322,-0.0,1.6552177743534353,-1.6552177743534353,1.6552177743534353,0.64,0.25,0.15,0.85,0.82,False,False,full,252,89,2885,47,linear,-0.2705094869167766,-55.56446532378772,364.39530252186296,True,0.9906,0.0094,"[""yaw_sign_reference_flip"", ""large_temporal_jump"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
50,5.0,calibration_0_80,-71.7,-36.1689,-30.231297195196166,-41.46870280480384,-5.937602804803834,41.46870280480384,5.937602804803834,0.38,0.34927507191174983,0.03072492808825017,0.03072492808825017,-0.81,1.5383343841467474,-2.3483343841467477,2.3483343841467477,0.71,0.45,0.32,0.87,0.81,False,False,full,273,84,2446,43,linear,-0.2705094869167766,-55.56446532378772,22.56563980923195,True,0.994,0.0065,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
51,5.1,calibration_0_80,-74.97,-35.2844,-29.25732623925328,-45.71267376074672,-6.027073760746717,45.71267376074672,6.027073760746717,-0.34,0.36875563694619784,-0.7087556369461978,0.7087556369461978,-0.0,1.4916956196230982,-1.4916956196230982,1.4916956196230982,0.63,0.25,0.15,0.82,0.83,False,False,full,278,124,5345,34,linear,-0.2705094869167766,-55.56446532378772,131.79400669226212,True,0.9765,0.0062,"[""yaw_sign_reference_flip"", ""large_temporal_jump"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
