frame_index,pred_yaw,oxts_yaw,abs_yaw_error,yaw_confidence,confidence,high_yaw_confidence,high_overall_confidence,high_yaw_error,yaw_confidence_failure,overall_confidence_failure,detected_line_count,perspective_line_count,vanishing_point_candidate_count,horizon_candidate_count,is_91_100
122,-34.1,-90.30078299460143,56.20078299460143,0.99,0.91,True,True,True,True,True,35,22,183,6,False
123,-37.04,-91.42607210423839,54.38607210423839,1.0,0.9,True,True,True,True,True,30,18,120,6,False
124,-39.13,-92.44937472634203,53.319374726342026,0.99,0.86,True,True,True,True,True,31,20,151,2,False
125,-40.98,-93.45795233311081,52.477952333110814,0.99,0.93,True,True,True,True,True,35,21,174,5,False
126,-42.61,-94.4971831819191,51.8871831819191,0.99,0.88,True,True,True,True,True,41,29,303,3,False
127,-46.97,-95.36045869184272,48.390458691842724,0.98,0.92,True,True,True,True,True,37,23,187,6,False
128,-43.25,-95.9888788015422,52.7388788015422,0.98,0.92,True,True,True,True,True,37,25,236,5,False
129,-44.09,-96.46328785591052,52.37328785591052,0.97,0.93,True,True,True,True,True,37,22,176,5,False
130,-45.9,-96.76214264185076,50.86214264185076,0.97,0.91,True,True,True,True,True,34,22,170,5,False
131,-46.65,-96.91919037349612,50.26919037349612,0.98,0.92,True,True,True,True,True,34,18,124,7,False
132,-45.75,-96.90320485101198,51.15320485101198,0.99,0.9,True,True,True,True,True,31,19,138,4,False
133,-45.64,-96.73750545666013,51.09750545666013,0.99,0.92,True,True,True,True,True,28,18,123,5,False
134,-46.37,-96.4058201890589,50.0358201890589,0.99,0.92,True,True,True,True,True,35,19,133,5,False
135,-46.19,-95.93496347302039,49.74496347302039,1.0,0.91,True,True,True,True,True,32,19,143,8,False
136,-45.89,-95.28832330543574,49.39832330543574,1.0,0.91,True,True,True,True,True,29,17,103,7,False
137,-43.74,-94.57017800501876,50.83017800501876,1.0,0.91,True,True,True,True,True,34,15,86,9,False
138,-42.9,-93.76288047167944,50.86288047167944,1.0,0.86,True,True,True,True,True,34,17,104,4,False
139,-41.5,-92.8977142010319,51.3977142010319,1.0,0.89,True,True,True,True,True,37,14,55,10,False
140,-38.93,-92.0572424113545,53.127242411354494,1.0,0.9,True,True,True,True,True,30,11,39,9,False
141,-36.03,-91.20089969075195,55.17089969075195,1.0,0.91,True,True,True,True,True,47,19,136,16,False
142,-30.59,-90.31820091157343,59.728200911573424,0.99,0.9,True,True,True,True,True,34,11,45,10,False
143,-32.03,-89.52635563860798,57.49635563860798,1.0,0.91,True,True,True,True,True,25,16,94,5,False
144,-29.51,-88.70668221689382,59.19668221689382,1.0,0.91,True,True,True,True,True,32,15,81,9,False
145,-26.03,-87.93886147563902,61.908861475639014,0.99,0.88,True,True,True,True,True,29,12,56,10,False
146,-26.55,-87.13397036503923,60.583970365039235,0.98,0.9,True,True,True,True,True,28,11,47,12,False
147,-22.13,-86.3949694008795,64.26496940087951,0.98,0.89,True,True,True,True,True,38,19,149,11,False
148,-19.8,-85.65889052147493,65.85889052147493,0.99,0.89,True,True,True,True,True,39,17,118,15,False
149,-16.99,-85.03980962383608,68.04980962383608,1.0,0.92,True,True,True,True,True,34,18,128,10,False
150,-11.15,-84.44662641853714,73.29662641853713,0.99,0.91,True,True,True,True,True,28,12,57,11,False
151,-12.53,-83.92317217690561,71.39317217690561,0.99,0.94,True,True,True,True,True,32,14,83,12,False
152,-11.83,-83.42349568377202,71.59349568377202,1.0,0.94,True,True,True,True,True,25,10,38,8,False
153,-11.79,-83.01314331089932,71.22314331089933,0.99,0.92,True,True,True,True,True,33,9,28,14,False
